profile,time,depth,vol,tot_TotParticles,tot_nparticles,tot_nnparticles,tot_biovolume,tot_flux,tot_flux_fit,tot_speed,small_TotParticles,small_nparticles,small_nnparticles,small_biovolume,small_flux,small_flux_fit,small_speed,big_TotParticles,big_nparticles,big_nnparticles,big_biovolume,big_flux,big_flux_fit,big_speed,icp,psd,psd_gam,psd_seg,icp_gam,icp_seg,small_icp,small_psd,big_icp,big_psd,tn_flux,tot_flux2
stn_032,2017-01-08T00:53:16Z,10,2459.6,341040,138.65669214506426,4091.456424087648,52.03837136175183,32.86600296888927,345.09303117333735,0.6315724744807398,335375,136.35347210928606,4080.8185295671174,49.85765399625592,30.71873544731943,322.54672219685403,0.6161287783341403,5665,2.303220035778175,10.637894520530507,2.180717365495912,2.147267521569841,22.546308976483328,0.9846610824239186,0.20044196165723718,-3.271892108715582,-3.025382292372628,0.03652395720158965,-0.08169395963117765,0.09782850298275195,0.16669977617913173,-3.2882349598377614,0.26992009124563016,-3.4426478592248895,134.28984309517645,399.94778830254063
stn_032,2017-01-08T00:53:16Z,30,292.15999999999997,12665,43.34953450164294,1276.736923093077,16.094211280648025,10.032595349923012,105.34225117419163,0.6233666984343861,12564,43.003833515881716,1275.015093046602,15.783840209504627,9.73613162382841,102.22938205019831,0.6168417504610544,101,0.34570098576122676,1.7218300464747145,0.31037107114339796,0.2964637260946024,3.1128691239933253,0.9551912328763075,-1.0491083285094716,-3.316416017564709,-3.128471790966833,0.030551134963417617,-0.5908026055985225,0.08145084941674634,-0.8653193490029831,-3.22642261165737,-1.7641152621772036,-4.1893466107776085,91.3311111261812,123.95597682174225
stn_032,2017-01-08T00:53:16Z,50,291.28,9317,31.98640483383686,942.756966491423,11.895304461443368,7.428726904552062,78.00163249779666,0.6245091858414412,9216,31.639659434221368,940.9159709768445,11.596393749092629,7.149525212170377,75.07001472778897,0.6165300495017944,101,0.3467453996154903,1.8409955145784236,0.2989107123507383,0.27920169238168485,2.931617770007691,0.9340638553431062,-1.3396860705765319,-3.3095545913631046,-3.2307987550936503,0.025563162731574694,-1.094899502176876,0.06783674459371228,-1.2146667578522845,-3.247980541848577,-2.0391923939948735,-5.233651077557162,80.45258999943155,91.71561544782776
stn_032,2017-01-08T00:53:16Z,70,315.92,9981,31.593441377563938,948.9472850601617,11.522266815522707,7.112319998101385,74.67935998006455,0.6172674276662057,9912,31.375031653583186,947.9217957821377,11.309934251503588,6.894466351223012,72.39189668784164,0.6095938489038019,69,0.21840972398075462,1.0254892780240057,0.21233256401911987,0.21785364687837241,2.28746329222291,1.0260020542998547,-1.7054977489663214,-3.4890649526573148,-3.3312325033248102,0.022117843419877437,-1.586636041252615,0.05858808173046032,-1.6048069868690493,-3.4403589624747712,-2.078266550659121,-3.3845064956381203,78.87680797365195,92.76863971398242
stn_032,2017-01-08T00:53:16Z,90,294.8,5280,17.91044776119403,566.3527798149577,6.297590708319672,3.7990380177922223,39.88989918681833,0.603252607822442,5256,17.829036635006783,565.9585529444167,6.222180160175701,3.725494796099351,39.11769535904318,0.5987442825818389,24,0.08141112618724558,0.39422687054095235,0.07541054814397082,0.07354322169287135,0.7722038277751492,0.9752378613196865,-3.222049239342055,-3.9596736021634427,-3.4283542969597613,0.020628786851060888,-2.0569377234687103,0.05485622965993278,-3.2355814653975545,-3.966130542138263,-3.1214181390666003,-3.7532639209916154,56.17446490549313,57.29514441811574
stn_032,2017-01-08T00:53:16Z,112.5,224.4,1683,7.5,231.33086830164186,2.7184602073717063,1.6779313859163827,17.61827955212202,0.617235956357316,1666,7.424242424242424,230.96931289645772,2.6488249199287286,1.6106517411207966,16.911843281768363,0.6080627409546321,17,0.07575757575757576,0.3615554051841099,0.06963528744297814,0.06727964479558614,0.7064362703536544,0.9661717107246673,-3.395501836036577,-3.6154631202671634,-3.5317600527803577,0.021059050492939088,-2.548560002400074,0.05644769999844302,-3.462218160388715,-3.6474816868669064,-3.1964348756913297,-3.770213074923003,26.589686856894254,23.26019032362317
stn_032,2017-01-08T00:53:16Z,137.5,210.32,1563,7.431532902244199,226.56091806705055,2.705408638305897,1.6753829939440894,17.59152143641294,0.6192716953078111,1550,7.369722327881324,226.28014013521567,2.6426740794510137,1.608974275924088,16.894229897202923,0.608843250265025,13,0.06181057436287562,0.28077793183486566,0.06273455885488306,0.06640871802000152,0.697291539210016,1.058566749048439,-3.276966771548843,-3.551546909812478,-3.6369533626538217,0.022896764235548244,-3.033673859723703,0.06171353191666887,-3.2642654473049317,-3.545605065132717,-3.311675633127599,-3.084810616688322,26.534660679167082,22.532128743190952
stn_032,2017-01-08T00:53:16Z,162.5,209.44,1726,8.241023682200153,262.31062527348985,2.8945683899169454,1.7457432616312263,18.330304247127874,0.6031100414529564,1719,8.207601222307105,262.1528598241858,2.8638294553237973,1.716099509992932,18.019044854925784,0.5992324392092343,7,0.03342245989304813,0.15776544930405964,0.030738934593147915,0.029643751638294285,0.31125939220209,0.9643714732033114,-4.062297687689969,-3.9909293636293506,-3.7295977845107484,0.024804392038021223,-3.4412640262178775,0.06688052591982493,-4.065923726444287,-3.9926831202350885,-4.006658158894893,-3.7247110410105666,28.024011230136445,26.806128826546136
stn_032,2017-01-08T00:53:16Z,187.5,176,1503,8.539772727272728,271.05594936433494,2.9963247972589406,1.803320563483905,18.934865916581,0.6018441542564396,1499,8.517045454545455,270.9398165036369,2.976435577667136,1.784643865914298,18.738760592100128,0.5995909601756145,4,0.022727272727272728,0.1161328606980781,0.019889219591804758,0.018676697569606857,0.19610532448087198,0.939036219264354,-4.017333526768837,-3.9863633982852362,-3.8079507625465947,0.02604743778394214,-3.7628331883447297,0.07002987824712426,-3.9556024325789516,-3.957006350632714,-4.607893806273123,-4.682096308719762,29.198781402560336,27.582557839733653
stn_032,2017-01-08T00:53:16Z,225,391.6,3195,8.158835546475995,262.1847864058514,2.8564551993932272,1.7250013020023178,18.112513671024338,0.6038958014705588,3169,8.09244126659857,261.87298754380686,2.793855119825733,1.6634078883296373,17.46578282746119,0.5953808687235694,26,0.06639427987742594,0.3117988620445588,0.0626000795674941,0.061593413672680696,0.6467308435631474,0.9839190956022982,-4.259506457155628,-4.082072807078885,-3.89698432951106,0.026489311163100198,-4.080824942184853,0.07077996078502981,-4.4881640798010185,-4.19026599355596,-3.286556364787941,-3.5144723883306668,27.591288599273767,26.947040999682272
stn_032,2017-01-08T00:53:16Z,275,408.32,3333,8.162715517241379,264.2334651198022,2.8201420574680225,1.6833688953171777,17.675373400830367,0.5969092552835933,3313,8.11373432601881,263.9965535126336,2.7754729267495644,1.640368582844648,17.223870119868803,0.591023089086922,20,0.04898119122257053,0.23691160716857432,0.044669130718457906,0.04300031247252981,0.451503280961563,0.9626404584309828,-4.618340238855104,-4.255913841689234,-3.9635265659860686,0.026146137577718394,-4.226996428948752,0.06976904272599804,-4.798450992662833,-4.340682360026621,-3.657758495689984,-3.903837853115524,26.706817463839577,27.130815437962088
stn_032,2017-01-08T00:53:16Z,325,402.15999999999997,3989,9.91893773622439,316.4307367254908,3.4486892197103716,2.0611839447381626,21.642431419750707,0.5976716988465738,3976,9.886612293614483,316.2667527885547,3.4199033760390254,2.033782071392238,21.3547117496185,0.5946899218386075,13,0.03232544260990651,0.16398393693608235,0.028785843671346248,0.027401873345924598,0.2877196701322082,0.951921842513191,-4.1092415149875405,-4.103960900888959,-3.977353372447473,0.02729896272899476,-4.133245552533327,0.07363281586097431,-4.106485007529539,-4.102636017413723,-4.179193904603447,-4.382444643886636,34.03737286664324,32.134705135002264
