project,profile,time,depth,vol,tot_TotParticles,tot_nparticles,tot_nnparticles,tot_biovolume,tot_flux,tot_flux_fit,tot_speed,small_TotParticles,small_nparticles,small_nnparticles,small_biovolume,small_flux,small_flux_fit,small_speed,big_TotParticles,big_nparticles,big_nnparticles,big_biovolume,big_flux,big_flux_fit,big_speed,icp,psd,psd_gam,psd_seg,icp_gam,icp_seg,small_icp,small_psd,big_icp,big_psd,smooth_TotParticles,smooth_nparticles,smooth_nnparticles,smooth_flux_fit
ETNP,stn_036,2017-01-10T19:49:30Z,10,870.3199999999999,87032,100,2928.5076575340026,74.23253820864534,326.6139524243956,43439.65567244462,4.399875853717706,82988,95.35343321996507,2907.2706148071784,5.645287001502979,2.4261450811195884,322.67729578890527,0.4297647011522463,4044,4.64656678003493,21.237042726824175,68.58725120714236,324.18780734327606,43116.978376655716,4.726648198280858,1.584322033612695,-1.976134511778773,-3.148271484931033,0.16647558004671628,-0.0766922473257976,0.4268213675001326,-0.011490689567239492,-3.187617970746029,0.35059800812988284,-1.4844503095480084,75363.23552282705,86.59255851046403,2443.518146742641,21038.445839295597
ETNP,stn_036,2017-01-10T19:49:30Z,30,305.36,8750,28.65470264605711,814.549029789833,2.2322478543570323,1.1654698912758712,155.00749553969086,0.5221059520792186,8517,27.891668849882105,809.6300494555813,1.8196779364863953,0.8081533403196228,107.48439426250982,0.44411888725764354,233,0.7630337961750066,4.918980334251627,0.4125699178706372,0.35731655095624837,47.523101277181034,0.8660751438215287,-1.7200532651448757,-3.6083319562297347,-3.1956225091824386,0.15659897948629617,-0.6182391317934846,0.32933911315982434,-0.6516106781100182,-2.900896420651369,-1.8197091781647492,-4.492062745546361,14055.591521094124,46.02957663444499,1348.8787134990853,271.04662271965293
ETNP,stn_036,2017-01-10T19:49:30Z,50,292.15999999999997,12596,43.113362541073386,1255.0840043427847,3.088488063955506,1.544779668674699,205.45569593373497,0.5001734300686466,12349,42.26793537787514,1249.6267088227537,2.6328520523681807,1.1464151560788611,152.47321575848852,0.4354271084270349,247,0.8454271631982476,5.457295520031021,0.45563601158732564,0.39836451259583794,52.982480175246444,0.8743042746073392,-1.6199376921576834,-3.7469267471483323,-3.2429735334336494,0.1471597805514109,-1.1306726064058807,0.2777427704324643,-0.6086874260020715,-3.0938477963383635,-1.7772039548410268,-4.5558866156491495,10983.083899924834,37.59270228616113,1095.1886302884197,208.4719095669542
ETNP,stn_036,2017-01-10T19:49:30Z,70,304.48,9105,29.903441933788752,857.4999386686327,2.2844966213677,1.2079073666579085,160.65167976550183,0.5287411482074109,8885,29.1808985811876,852.8278719255206,1.871999782291014,0.8248725466368891,109.70804870270625,0.4406370953886455,220,0.722543352601156,4.67206674311201,0.4124968390766857,0.3830348200210194,50.94363106279558,0.9285763761932995,-1.7005470337208677,-3.582986973543208,-3.2903245576844937,0.13824760634157485,-1.588900580838141,0.2587108285120062,-0.7528585175201323,-2.9782124378037884,-1.8901265907345384,-4.459138926454697,8559.837291923443,28.11297061193984,819.2771609849982,184.36754589906562
ETNP,stn_036,2017-01-10T19:49:30Z,90,305.36,9146,29.951532617238666,916.7797951593119,1.8747819991286065,0.9002393404506157,119.73183227993188,0.4801834777958421,8999,29.470133612784906,913.64030265033,1.614543922178571,0.6655302167932932,88.51551883350798,0.4122094218999417,147,0.4813990044537595,3.1394925089818884,0.26023807695003565,0.2347091236573225,31.216313446423893,0.9019015449548738,-2.230130310038886,-3.768798174915107,-3.3376755819348967,0.12997091719986892,-1.9831852341581948,0.25742049914579623,-2.0238634725061244,-3.6155787708677236,-2.401129253440301,-4.647023901373156,6233.285584103392,20.412907990907097,598.2138274418694,173.197511946313
ETNP,stn_036,2017-01-10T19:49:30Z,112.5,237.6,2163,9.103535353535355,268.72438703034163,0.6714763935528973,0.35283795875420876,46.927448514309766,0.5254659168094984,2106,8.863636363636363,267.2150125530889,0.5351027229664288,0.23148183080808082,30.78708349747475,0.43259325896310846,57,0.23989898989898992,1.5093744772527113,0.13637367058646846,0.12135612794612795,16.14036501683502,0.8898794571139848,-2.5931856960693316,-3.330223061777999,-3.3909454842161155,0.12158055997720106,-2.3581576186834807,0.26363411033710465,-2.2913765642630266,-3.1434591927737237,-2.8551481362041757,-4.165352874773767,3484.007643130815,14.663331831358649,433.55083464503474,161.03744155316411
ETNP,stn_036,2017-01-10T19:49:30Z,137.5,196.24,1567,7.985120260905013,231.20698699635028,0.6898695619037659,0.40141250509580106,53.387863177741536,0.5818672503655068,1498,7.633509987770077,229.12182184092114,0.4742848217212817,0.20823675601304525,27.695488549735018,0.4390542274941653,69,0.3516102731349368,2.085165155429125,0.21558474018248425,0.1931757490827558,25.69237462800652,0.8960548363452808,-2.186461043947159,-3.0322504689037824,-3.450134264528117,0.11365348919724223,-2.7093619231227892,0.2708265950827439,-2.179604067931998,-3.007808624573521,-2.287692492299777,-3.8685518149557994,2144.1376486018194,10.92609890237372,326.34829836531384,136.36681258735592
ETNP,stn_036,2017-01-10T19:49:30Z,162.5,192.72,1733,8.992320464923203,277.6450373548178,0.5862031122046192,0.2923833904109589,38.88699092465753,0.49877488591172814,1700,8.821087588210876,276.6302423023566,0.4806362842419829,0.19831145703611458,26.375423785803235,0.4126019269412294,33,0.17123287671232879,1.0147950524612144,0.1055668279626363,0.09407193337484433,12.511567138854296,0.891112626857933,-2.9961631463742724,-3.488300816283871,-3.5093230448397406,0.10750853270274868,-3.0052081588237742,0.2808216006822914,-3.2102023460050315,-3.602079260501025,-3.01037875549489,-4.110135980677489,1707.0154070762467,8.857489658967657,266.96893834124074,106.49015498840551
ETNP,stn_036,2017-01-10T19:49:30Z,187.5,210.32,1688,8.02586534804108,254.0560728411814,0.5066101264289938,0.2794006561430202,37.16028726702168,0.5515102078840518,1663,7.906998858881704,253.37248118019338,0.407002789733496,0.16363891213389123,21.76397531380753,0.40205845331193285,25,0.11886648915937618,0.6835916609880005,0.09960733669549787,0.11576174400912895,15.39631195321415,1.1621808980097068,-3.4271388757022123,-3.6226835121578316,-3.5685118251510133,0.10346371129926106,-3.248161244768135,0.29216437160584047,-3.868207461890444,-3.867579981723854,-3.186152629254527,-3.2347116076587454,1627.9038052126573,7.740128400592703,235.05338150691327,80.90364797628723
ETNP,stn_036,2017-01-10T19:49:30Z,225,403.92,3387,8.385323826500297,268.8946311233137,0.4868306313329549,0.23813747771836005,31.672284536541888,0.4891587800593678,3344,8.278867102396514,268.26547670853114,0.41234947955345946,0.1630190928896811,21.68153935432759,0.39534206049251563,43,0.10645672410378292,0.6291544147825551,0.07448115177949546,0.07511838482867894,9.9907451822143,1.008555628289289,-3.602062878399743,-3.719913171011757,-3.657294995617251,0.10184735219248404,-3.520236073691434,0.31413861689450007,-4.214007957735466,-4.058672693039565,-3.390593401826581,-3.502341458505127,2842.748744066526,7.0379004358945485,215.5306818427514,56.235833954727056
