project,profile,time,depth,vol,tot_TotParticles,tot_nparticles,tot_nnparticles,tot_biovolume,tot_flux,tot_flux_fit,tot_speed,small_TotParticles,small_nparticles,small_nnparticles,small_biovolume,small_flux,small_flux_fit,small_speed,big_TotParticles,big_nparticles,big_nnparticles,big_biovolume,big_flux,big_flux_fit,big_speed,icp,psd,psd_gam,psd_seg,icp_gam,icp_seg,small_icp,small_psd,big_icp,big_psd
ETNP,stn_032,2017-01-08T00:53:16Z,207.5,41.36,324,7.833655705996131,241.92852190926737,2.836451123477903,1.750262260817683,18.39525636119385,0.6170606101160686,320,7.7369439071566735,241.4614542012191,2.749354027734628,1.66738849020277,17.524253032031112,0.6064655455000243,4,0.09671179883945842,0.46706770804828157,0.0870970957432747,0.08287377061491309,0.8710033291627367,0.9515101497665297,-3.003735246222603,-3.413593438385579,-3.7260896632643927,0.012222438063914938,-3.0157218719111407,0.022093751227965436,-3.0332173190863214,-3.4267480152196987,-3.019761666147544,-4.5556548596416135
ETNP,stn_032,2017-01-08T00:53:16Z,212.5,36.96,331,8.955627705627705,289.05368927099937,3.115722923734713,1.8726448865649234,19.681497757797345,0.6010306219143025,329,8.90151515151515,288.87390355199796,3.057499672938872,1.8121663834356327,19.0458686899085,0.5926955281384466,2,0.05411255411255411,0.1797857190014053,0.058223250795840564,0.06047850312929078,0.6356290678888461,1.0387345657039702,-3.912946584879532,-3.928085191144716,-3.7336650591622003,0.012127291710900705,-3.0400268013370484,0.021921924843234308,-4.3014666749572195,-4.140823965775684,-3.0577117453023517,-3.6635566181455426
ETNP,stn_032,2017-01-08T00:53:16Z,217.5,40.48,338,8.349802371541502,271.9758873728901,2.8847942765949752,1.7235511972485704,18.114523083082478,0.5974606963249175,336,8.300395256916996,271.6817974048871,2.8454609622034535,1.6884561307829602,17.74567393452891,0.593385800476933,2,0.049407114624505935,0.2940899680030116,0.039333314391521934,0.03509506646561039,0.36884914855356515,0.8922478821966482,-3.9307107077508534,-3.888793346873922,-3.7411836235842575,0.012043429326702625,-3.0641788468691598,0.021770531698703847,-3.966508088479474,-3.902803804409982,-71.81308741654813,-160.97701043051669
ETNP,stn_032,2017-01-08T00:53:16Z,222.5,42.24,353,8.357007575757576,258.1547220517107,3.011914467080925,1.8488771968522066,19.43169933891669,0.6138544826088949,349,8.262310606060606,257.6442853433573,2.9314535433978417,1.7743852841659187,18.648789336583803,0.6052919679256565,4,0.0946969696969697,0.5104367083533752,0.08046092368308316,0.07449191268628805,0.7829100023328873,0.9258147840769805,-3.138462771064803,-3.5267148590294273,-3.748643335129959,0.01197082043563419,-3.088172529379192,0.021639515430660606,-3.1820179878208776,-3.545528986656095,-3.507662533187962,-5.7801751944914965
ETNP,stn_032,2017-01-08T00:53:16Z,227.5,40.48,309,7.633399209486167,248.89099970095785,2.650057164121381,1.5961358770326883,16.77538806761355,0.6023024328087967,305,7.534584980237155,248.39104675535273,2.559208100893003,1.507330162737988,15.842040010376254,0.5889830382343758,4,0.09881422924901187,0.4999529456051197,0.09084906322837756,0.08880571429470033,0.9333480572373005,0.9775083103659458,-3.9146492140224574,-3.8248168178401243,-3.7560421710448484,0.011909392543198552,-3.112002362351732,0.021528743454757433,-4.891686392013424,-4.335043965633296,-2.946279102489448,-3.5063540631973815
ETNP,stn_032,2017-01-08T00:53:16Z,232.5,36.08,323,8.952328159645234,284.29957402085734,3.1335171821889425,1.8813186814313556,19.772659341843546,0.6003856280491642,322,8.92461197339246,284.1345967217337,3.1114521521644303,1.861631205121379,19.565743965825693,0.5983158712006438,1,0.02771618625277162,0.16497729912364067,0.0220650300245123,0.019687476309976557,0.20691537601785362,0.8922478821966482,-3.8590186820221533,-3.9284680892945163,-3.7633781090595164,0.011859030858873748,-3.1356628567230347,0.02143800648013522,-3.719213440543705,-3.8551348928792417,-70.74485210480915,-157.22263293315464
ETNP,stn_032,2017-01-08T00:53:16Z,237.5,38.72,287,7.412190082644628,238.8793270736724,2.5915354866027847,1.5631747385105952,16.428966501746356,0.6031847708015543,284,7.3347107438016526,238.4760673448198,2.524593717144582,1.5008789431449996,15.774237692453946,0.5945031602322748,3,0.07747933884297521,0.4032597288526142,0.066941769458203,0.06229579536559557,0.6547288092924095,0.9305967838882975,-3.70382441904864,-3.7154743341037832,-3.7706491292061064,0.011819578626851584,-3.159148525663017,0.02136701912819243,-4.100834429060911,-3.922205522417404,-3.9724887602643415,-7.798491848345359
ETNP,stn_032,2017-01-08T00:53:16Z,242.5,38.72,298,7.696280991735537,255.88834877284603,2.597886240922132,1.5240331678071783,16.017588593653443,0.5866435349633383,298,7.696280991735537,255.88834877284603,2.597886240922132,1.5240331678071783,16.017588593653443,0.5866435349633383,0,0,0,0,0,0,NaN,-5.354426581109842,-4.571149535374665,-3.7778532156143623,0.011790838065146223,-3.1824538893032717,0.021315421656117304,-5.226407042844011,-4.508084919032208,-41.35483013341726,-0.9900177617709661
ETNP,stn_032,2017-01-08T00:53:16Z,247.5,36.96,301,8.143939393939394,262.8233606300884,2.885086726038389,1.7765933312505775,18.67199591144357,0.6157850698963488,297,8.035714285714285,262.4690522400657,2.758900038479435,1.6385529421316172,17.221191421803297,0.5939152993142528,4,0.10822510822510822,0.35430839002267583,0.126186687558954,0.13804038911896033,1.4508044896402732,1.093937813800432,-3.1050638434530717,-3.4194090835895703,-3.7849883582837176,0.011772571892693665,-3.2055734794048876,0.021282782747472317,-4.375391048165123,-4.112617217521422,-1.9832036836869895,-3.6907193346146623
ETNP,stn_032,2017-01-08T00:53:16Z,252.5,41.36,329,7.954545454545454,261.96067004263045,2.702579173009037,1.59364515849554,16.749210615788126,0.5896756603512133,327,7.906189555125725,261.6999519858902,2.6616206188902507,1.5558983337636756,16.35249148785623,0.584568034497869,2,0.04835589941972921,0.26071805674025844,0.04095855411878656,0.037746824731864304,0.3967191279318938,0.921585870008797,-5.218177225451635,-4.525191435457074,-3.7920525548337434,0.011764505404305323,-3.228501843969311,0.02126860329624373,-5.829867560592442,-4.838030699506725,-4.2577114863814876,-6.192601349935421
ETNP,stn_032,2017-01-08T00:53:16Z,257.5,37.84,334,8.826638477801268,285.96189844765394,3.0628768649197293,1.836417691197031,19.300749934480795,0.5995728108531582,331,8.747357293868921,285.54941257005174,2.994098769436404,1.7720357079358033,18.624095290405293,0.59184276952538994,3,0.07928118393234672,0.41248587760215677,0.06877809548332528,0.06438198326122763,0.6766546440755021,0.9360826700535281,-3.964651435192976,-3.946015770978513,-3.799043812229556,0.011766329035670545,-3.2512335517858606,0.02127232107868282,-4.400547500129475,-4.1702268455020866,-3.443505972278637,-4.9900422670641555
ETNP,stn_032,2017-01-08T00:53:16Z,262.5,41.36,299,7.229206963249516,238.99075284397566,2.453310375965611,1.4467000613347631,15.204817644628362,0.5896930431255968,298,7.205029013539652,238.90120488208726,2.428882170778952,1.4221457587216841,14.946751924164902,0.5855145119145885,1,0.024177949709864605,0.08954796188838741,0.024428205186659127,0.02455430261307894,0.25806572046345966,1.0051619603428203,-5.259921938288652,-4.496186769097774,-3.8059601484845573,0.011777701346174702,-3.2737631969210703,0.021293316181194344,-5.486626283104099,-4.610396458246083,-3.1513270295023688,-43.57757001080395
ETNP,stn_032,2017-01-08T00:53:16Z,267.5,40.48,309,7.633399209486167,242.06095948371126,2.6911298227852196,1.6300198091836535,17.131508194520197,0.6057009198822833,306,7.559288537549407,241.70307898641676,2.624321612190525,1.5663643095051245,16.462488892898858,0.5968644628878691,3,0.07411067193675891,0.357880497294486,0.06680821059469451,0.06365549967852896,0.6690193016213394,0.9528095291267101,-3.721817689190011,-3.760236130589151,-3.812799594339139,0.011798252336741396,-3.296085403145158,0.02133091703341373,-4.049663277668055,-3.931383435631909,-3.2656926604512617,-4.012671978290602
ETNP,stn_032,2017-01-08T00:53:16Z,272.5,42.24,322.99999999999994,7.646780303030302,248.14382079945042,2.6180518270667643,1.5482939237755804,16.272569138881348,0.5913916247831775,321.99999999999994,7.62310606060606,248.00290268978233,2.599204613920827,1.5314775377608087,16.095828921866097,0.5892100720191543,1,0.023674242424242424,0.14091810966810972,0.01884721314593759,0.01681638601477164,0.17674021701524995,0.8922478821966482,-5.011347846645153,-4.419810829777942,-3.819560194912297,0.011827587013639163,-3.3181948282906015,0.02138440688444469,-5.1179143618117156,-4.473874825614534,-70.90248104901298,-157.22263293315515
