Profile	Rawfilename	yyyy-mm-dd hh:mm	Depth [m]	Sampled volume[L]	LPM (1-1.26 µm)[#/L]	LPM (1.26-1.59 µm)[#/L]	LPM (1.59-2 µm)[#/L]	LPM (2-2.52 µm)[#/L]	LPM (2.52-3.17 µm)[#/L]	LPM (3.17-4 µm)[#/L]	LPM (4-5.04 µm)[#/L]	LPM (5.04-6.35 µm)[#/L]	LPM (6.35-8 µm)[#/L]	LPM (8-10.1 µm)[#/L]	LPM (10.1-12.7 µm)[#/L]	LPM (12.7-16 µm)[#/L]	LPM (16-20.2 µm)[#/L]	LPM (20.2-25.4 µm)[#/L]	LPM (25.4-32 µm)[#/L]	LPM (32-40.3 µm)[#/L]	LPM (40.3-50.8 µm)[#/L]	LPM (50.8-64 µm)[#/L]	LPM (64-80.6 µm)[#/L]	LPM (80.6-102 µm)[#/L]	LPM (102-128 µm)[#/L]	LPM (128-161 µm)[#/L]	LPM (161-203 µm)[#/L]	LPM (203-256 µm)[#/L]	LPM (256-323 µm)[#/L]	LPM (323-406 µm)[#/L]	LPM (406-512 µm)[#/L]	LPM (512-645 µm)[#/L]	LPM (645-813 µm)[#/L]	LPM (0.813-1.02 mm)[#/L]	LPM (1.02-1.29 mm)[#/L]	LPM (1.29-1.63 mm)[#/L]	LPM (1.63-2.05 mm)[#/L]	LPM (2.05-2.58 mm)[#/L]	LPM (2.58-3.25 mm)[#/L]	LPM (3.25-4.1 mm)[#/L]	LPM (4.1-5.16 mm)[#/L]	LPM (5.16-6.5 mm)[#/L]	LPM (6.5-8.19 mm)[#/L]	LPM (8.19-10.3 mm)[#/L]	LPM (10.3-13 mm)[#/L]	LPM (13-16.4 mm)[#/L]	LPM (16.4-20.6 mm)[#/L]	LPM (20.6-26 mm)[#/L]	LPM (>26 mm)[#/L]	LPM biovolume (1-1.26 µm)[ppm]	LPM biovolume (1.26-1.59 µm)[ppm]	LPM biovolume (1.59-2 µm)[ppm]	LPM biovolume (2-2.52 µm)[ppm]	LPM biovolume (2.52-3.17 µm)[ppm]	LPM biovolume (3.17-4 µm)[ppm]	LPM biovolume (4-5.04 µm)[ppm]	LPM biovolume (5.04-6.35 µm)[ppm]	LPM biovolume (6.35-8 µm)[ppm]	LPM biovolume (8-10.1 µm)[ppm]	LPM biovolume (10.1-12.7 µm)[ppm]	LPM biovolume (12.7-16 µm)[ppm]	LPM biovolume (16-20.2 µm)[ppm]	LPM biovolume (20.2-25.4 µm)[ppm]	LPM biovolume (25.4-32 µm)[ppm]	LPM biovolume (32-40.3 µm)[ppm]	LPM biovolume (40.3-50.8 µm)[ppm]	LPM biovolume (50.8-64 µm)[ppm]	LPM biovolume (64-80.6 µm)[ppm]	LPM biovolume (80.6-102 µm)[ppm]	LPM biovolume (102-128 µm)[ppm]	LPM biovolume (128-161 µm)[ppm]	LPM biovolume (161-203 µm)[ppm]	LPM biovolume (203-256 µm)[ppm]	LPM biovolume (256-323 µm)[ppm]	LPM biovolume (323-406 µm)[ppm]	LPM biovolume (406-512 µm)[ppm]	LPM biovolume (512-645 µm)[ppm]	LPM biovolume (645-813 µm)[ppm]	LPM biovolume (0.813-1.02 mm)[ppm]	LPM biovolume (1.02-1.29 mm)[ppm]	LPM biovolume (1.29-1.63 mm)[ppm]	LPM biovolume (1.63-2.05 mm)[ppm]	LPM biovolume (2.05-2.58 mm)[ppm]	LPM biovolume (2.58-3.25 mm)[ppm]	LPM biovolume (3.25-4.1 mm)[ppm]	LPM biovolume (4.1-5.16 mm)[ppm]	LPM biovolume (5.16-6.5 mm)[ppm]	LPM biovolume (6.5-8.19 mm)[ppm]	LPM biovolume (8.19-10.3 mm)[ppm]	LPM biovolume (10.3-13 mm)[ppm]	LPM biovolume (13-16.4 mm)[ppm]	LPM biovolume (16.4-20.6 mm)[ppm]	LPM biovolume (20.6-26 mm)[ppm]	LPM biovolume (>26 mm)[ppm]	chloro fluo [mg chl/m3]	conductivity [ms/cm]	cpar [%]	depth [salt water, m]	fcdom factory [ppb qse]	in situ density anomaly [kg/m3]	neutral density [kg/m3]	nitrate [µmol/l]	oxygen [µmol/kg]	oxygen [ml/l]	par [µmol m-2 s-1]	part backscattering coef 470 nm [m-1]	pot. temperature [degc] (any ref.)	potential density anomaly [kg/m3]	potential temperature [degc]	practical salinity [psu]	practical salinity from conductivity	pressure in water column [db]	qc flag	sound speed c [m/s]	spar [µmol m-2 s-1]	temperature [degc]	extrames01	extrames02	extrames03	extrames04	extrames05	extrames06	extrames07	extrames08	extrames09	extrames10	extrames11	extrames12	extrames13	extrames14	extrames15	extrames16	extrames17	extrames18	extrames19	extrames20
stn_042	HDR20170112185507	2017-01-12 18:55:07	2.5	123.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.314935064935064	0.0	0.0	11.022727272727272	3.9123376623376624	4.521103896103896	1.6964285714285714	1.5097402597402596	0.8847402597402597	0.5194805194805194	0.17045454545454544	0.07305194805194805	0.048701298701298704	0.024350649350649352	0.024350649350649352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00426422668131942	0.0	0.0	0.00617275473117653	0.0050101699495067	0.0121039799216667	0.0102926265330679	0.0179782824185576	0.0216873056747271	0.0262467294620942	0.0154261132826857	0.0157098793933403	0.0204667084846639	0.0205829139909877	0.0395724588010151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																										
stn_042	HDR20170112185507	2017-01-12 18:55:07	7.5	167.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.578947368421055	0.0	0.0	8.175837320574162	2.9904306220095696	3.5825358851674642	1.7523923444976077	1.2320574162679427	0.992822966507177	0.43660287081339716	0.34090909090909094	0.08971291866028709	0.029904306220095697	0.005980861244019139	0.005980861244019139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036193163515998	0.0	0.0	0.0045784892661521	0.00382956864452357	0.00987043782635755	0.0107652729621257	0.0144013777123749	0.0244796711186491	0.0217541414623426	0.0348894057462781	0.0188000784340208	0.00943624061171056	0.00529767367116069	0.00686091814893347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																										
stn_042	HDR20170112185507	2017-01-12 18:55:07	12.5	182.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.42270531400966	0.0	0.0	7.992973210364515	3.041282389108476	3.63965744400527	1.6688625384277558	1.339481774264383	0.8179622310057093	0.4940711462450593	0.2909530083443127	0.10979358805445762	0.021958717610891524	0.03842775581906017	0.005489679402722881	0.0	0.005489679402722881	0.0	0.005489679402722881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00346186821357044	0.0	0.0	0.00447608490890633	0.00389468981181209	0.00999285800070438	0.0102098737906948	0.0156652912263839	0.0196572085111682	0.02439264530266	0.0289244701609831	0.0221269200576867	0.00885216773455217	0.0298208197453068	0.00692437215568747	0.0	0.0457294331499145	0.0	0.165467727443155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																										
stn_042	HDR20170112185507	2017-01-12 18:55:07	17.5	72.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.01829268292683	0.0	0.0	8.009977827050998	2.827050997782705	3.6862527716186255	1.5936807095343681	1.2195121951219512	0.8869179600886918	0.6236141906873615	0.23558758314855877	0.1524390243902439	0.05543237250554324	0.01385809312638581	0.01385809312638581	0.01385809312638581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00313445381934914	0.0	0.0	0.00448560753661055	0.00362034343077399	0.00999812594403421	0.0096605856980565	0.0146179276176817	0.0223364677885163	0.0310091165369548	0.0250311605627638	0.0293041337677764	0.0192978981299409	0.00971990167542409	0.0174798175149671	0.0450706100000133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																										
stn_042	HDR20170112185507	2017-01-12 18:55:07	22.5	75.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.903276955602536	0.0	0.0	8.073467230443974	3.2637420718816066	3.7394291754756868	1.5195560253699787	1.321353065539112	0.8456659619450316	0.4624735729386892	0.18498942917547567	0.0660676532769556	0.01321353065539112	0.01321353065539112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00325496416178691	0.0	0.0	0.00452116176066754	0.00417957340668584	0.0103311123194087	0.00913411130819505	0.0153294518865038	0.0203414581130419	0.0255702650513393	0.0178463599643234	0.014097036445317	0.00569842012806658	0.0101475170442465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																										
stn_042	HDR20170112185507	2017-01-12 18:55:07	27.5	68.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.213286713286713	0.0	0.0	8.872377622377622	3.37995337995338	3.875291375291375	1.9522144522144522	1.3257575757575757	1.2529137529137528	0.4370629370629371	0.13111888111888112	0.20396270396270397	0.029137529137529136	0.029137529137529136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00329717890301007	0.0	0.0	0.00496855357029673	0.00432839450898972	0.0104915075269589	0.0119540143592381	0.0156782682107107	0.0291874433327315	0.0229578962144958	0.014519566431211	0.0401131597681004	0.0116438241541934	0.0238304730147444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																										
stn_042	HDR20170112185507	2017-01-12 18:55:07	32.5	71.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.6358024691358	0.0	0.0	10.311447811447811	4.335016835016835	4.952300785634119	2.455106621773288	1.6835016835016834	1.473063973063973	0.813692480359147	0.4068462401795735	0.23849607182940516	0.05611672278338945	0.014029180695847363	0.014029180695847363	0.0	0.014029180695847363	0.028058361391694726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0043079199332237	0.0	0.0	0.00577443646100897	0.00555145617580195	0.0135657406276952	0.0148954413781286	0.0190907262794521	0.0338882719868264	0.0395878989744621	0.0411219284812331	0.0493357247137498	0.0190804099763248	0.0134760358006477	0.0253715644205839	0.0	0.120108408854828	0.423334211395339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																										
stn_042	HDR20170112185507	2017-01-12 18:55:07	37.5	75.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.590909090909086	0.0	0.0	15.22198731501057	5.946088794926004	6.989957716701902	3.2769556025369977	2.854122621564482	2.087737843551797	0.8192389006342494	0.5946088794926003	0.2642706131078224	0.05285412262156448	0.1453488372093023	0.02642706131078224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006344391174384	0.0	0.0	0.00852435081553028	0.00761460742108757	0.018922271487598	0.0200865406226651	0.0330940941982944	0.0525763637826842	0.0413293059254995	0.0616973392502542	0.0518798394000665	0.0207679133768806	0.105840681899996	0.0341520197244173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																										
stn_042	HDR20170112185507	2017-01-12 18:55:07	42.5	69.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.97813578826237	0.0	0.0	16.743383199079403	7.033947065592636	7.062715765247411	3.3084004602991945	2.704257767548907	2.042577675489068	0.9205983889528194	0.6329113924050633	0.38837744533947066	0.17261219792865362	0.11507479861910243	0.028768699654775607	0.028768699654775607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00694180991726363	0.0	0.0	0.00937633630052131	0.00900772715854899	0.0199321418810476	0.019914919366095	0.0327564928783854	0.0494735308146405	0.0464899588053244	0.0633596644368052	0.0773499014092329	0.0689147143672695	0.0829811895784332	0.0447890321220915	0.0785659112233928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																										
stn_042	HDR20170112185507	2017-01-12 18:55:07	47.5	33.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.84569377990431	0.0	0.0	21.68062200956938	8.104066985645934	9.210526315789474	3.917464114832536	2.7811004784688995	1.6148325358851676	0.5681818181818182	0.47846889952153115	0.20933014354066987	0.029904306220095697	0.08971291866028709	0.059808612440191394	0.11961722488038279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00869401486348513	0.0	0.0	0.0121412023334319	0.0103781310266589	0.0249041493236028	0.0240065225007677	0.033690098186967	0.037271149667747	0.0289110167678774	0.0484375854194571	0.0464070942189271	0.00917204040023244	0.0530302362167474	0.100432758684408	0.430156292264858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																										
