depth,lb,binsize,link,n_nparticles,nparticles,profile,project,time,tot_flux2
40,6.5,1.6899999999999995,-6.405538044074776,0.0016523809287155042,0.002792523769529201,multiple,ETNP,togetawatch,9.306859643964593
40,8.19,2.110000000000001,-6.526361694220345,0.0014643238275510162,0.003089723276132646,multiple,ETNP,togetawatch,13.100803635864398
40,10.3,2.6999999999999993,-6.632913126644944,0.0013163228799779809,0.0035540717759405473,multiple,ETNP,togetawatch,18.636088534435295
40,13,3.3999999999999986,-6.770934830841341,0.0011466222518792593,0.00389851565638948,multiple,ETNP,togetawatch,25.873390566233027
40,16.4,4.200000000000003,-6.9729308446138845,9.369029609771121e-4,0.0039349924361038735,multiple,ETNP,togetawatch,33.663285926769035
40,20.6,5.399999999999999,-7.253302538169576,7.078328794066737e-4,0.003822297548796037,multiple,ETNP,togetawatch,40.147920461778604
40,26,6,-7.626208260172447,4.875058536201816e-4,0.0029250351217210897,multiple,ETNP,togetawatch,44.07098950652656
60,0.102,0.02600000000000001,5.974205990540078,393.1558076950145,10.222051000070381,multiple,ETNP,togetawatch,540.2012094082692
60,0.128,0.033,5.274754425015567,195.34249939055462,6.446302479888303,multiple,ETNP,togetawatch,422.89246045601084
60,0.161,0.04200000000000001,4.5661116333791885,96.16943977818367,4.039116470683715,multiple,ETNP,togetawatch,329.5544069062368
60,0.203,0.05299999999999999,3.842089302848822,46.62278186302026,2.4710074387400733,multiple,ETNP,togetawatch,254.1300069067121
60,0.256,0.067,3.1020284166654366,22.243023673100556,1.4902825860977373,multiple,ETNP,togetawatch,192.91545182137165
60,0.323,0.08300000000000002,2.3360804364653043,10.340626285727172,0.8582719817153555,multiple,ETNP,togetawatch,142.8476866636664
60,0.406,0.10599999999999998,1.5498894560253769,4.710949386736392,0.4993606349940574,multiple,ETNP,togetawatch,102.87413381192913
60,0.512,0.133,0.7110532967836392,2.0361347837833246,0.27080592624318217,multiple,ETNP,togetawatch,70.748901596225
60,0.645,0.16799999999999993,-0.17081105197902158,0.8429808379858489,0.14162078078162255,multiple,ETNP,togetawatch,46.508992648628585
60,0.813,0.20700000000000007,-1.1013595350585659,0.3324188412791789,0.06881070014479006,multiple,ETNP,togetawatch,29.153695460582338
60,1.02,0.27,-2.049663929634948,0.12877817484453416,0.034770107208024224,multiple,ETNP,togetawatch,17.78656250533898
60,1.29,0.33999999999999986,-3.0494021192002756,0.047387247848912066,0.016111664268630095,multiple,ETNP,togetawatch,10.474196209132716
60,1.63,0.41999999999999993,-4.0322118058770045,0.017735060030940372,0.007448725212994955,multiple,ETNP,togetawatch,6.262059202382951
60,2.05,0.5300000000000002,-4.945135744214486,0.007117948378170938,0.0037725126404305987,multiple,ETNP,togetawatch,3.977377054311675
60,2.58,0.6699999999999999,-5.7727714305700815,0.0031111232929178483,0.0020844526062549582,multiple,ETNP,togetawatch,2.754967178123591
60,3.25,0.8499999999999996,-6.483513166395031,0.0015284316015197427,0.0012991668612917808,multiple,ETNP,togetawatch,2.1488149204645426
60,4.1,1.0600000000000005,-7.059146540439318,8.595113392022108e-4,9.110820195543438e-4,multiple,ETNP,togetawatch,1.9241260909239941
60,5.16,1.3399999999999999,-7.491397853794156,5.578626048361922e-4,7.475358904804975e-4,multiple,ETNP,togetawatch,1.9790941052850348
60,6.5,1.6899999999999995,-7.807110068473307,4.068320674026226e-4,6.87546193910432e-4,multiple,ETNP,togetawatch,2.291438302258484
60,8.19,2.110000000000001,-8.039023264742186,3.226239144278419e-4,6.807364594427468e-4,multiple,ETNP,togetawatch,2.8864056376258223
60,10.3,2.6999999999999993,-8.227835394902094,2.6711390103266957e-4,7.212075327882076e-4,multiple,ETNP,togetawatch,3.7817152494580113
60,13,3.3999999999999986,-8.419828558410966,2.204524443078976e-4,7.495383106468516e-4,multiple,ETNP,togetawatch,4.9744823838109085
60,16.4,4.200000000000003,-8.646111431510434,1.7580916666242415e-4,7.383984999821819e-4,multiple,ETNP,togetawatch,6.316891388337447
60,20.6,5.399999999999999,-8.922861085653102,1.3330629792413564e-4,7.198540087903323e-4,multiple,ETNP,togetawatch,7.561065333103117
60,26,6,-9.26734848163303,9.445864090638216e-5,5.667518454382929e-4,multiple,ETNP,togetawatch,8.539150332806578
80,0.102,0.02600000000000001,5.616434423442799,274.9074301722745,7.147593184479139,multiple,ETNP,togetawatch,377.72639586589304
80,0.128,0.033,4.870492354564554,130.38509679308572,4.302708194171829,multiple,ETNP,togetawatch,282.26768143977824
80,0.161,0.04200000000000001,4.118492058813176,61.46648450179039,2.581592349075197,multiple,ETNP,togetawatch,210.63396949510135
80,0.203,0.05299999999999999,3.361132088114879,28.821801235489566,1.5275554654809467,multiple,ETNP,togetawatch,157.1009762686083
80,0.256,0.067,2.6048740899890572,13.529521693274704,0.9064779534494052,multiple,ETNP,togetawatch,117.342580250975
80,0.323,0.08300000000000002,1.844681006339254,6.326081488614216,0.52506476355498,multiple,ETNP,togetawatch,87.38988155308199
80,0.406,0.10599999999999998,1.086668994182023,2.9643832306944042,0.31422462245360677,multiple,ETNP,togetawatch,64.73394895791084
80,0.512,0.133,0.295337194741776,1.3435793301974805,0.17869605091626492,multiple,ETNP,togetawatch,46.68490640989851
80,0.645,0.16799999999999993,-0.5292606116177745,0.5890403382880671,0.09895877683239523,multiple,ETNP,togetawatch,32.498571175879206
80,0.813,0.20700000000000007,-1.405175162042712,0.2453240812220283,0.05078208481295988,multiple,ETNP,togetawatch,21.51533747477193
80,1.02,0.27,-2.316302468386443,0.09863762790811713,0.026632159535191626,multiple,ETNP,togetawatch,13.623615463444027
80,1.29,0.33999999999999986,-3.3071867899354945,0.03661904605411147,0.012450475658397894,multiple,ETNP,togetawatch,8.09405675098383
80,1.63,0.41999999999999993,-4.319450924200508,0.013307188191852578,0.005589019040578082,multiple,ETNP,togetawatch,4.698625216337299
80,2.05,0.5300000000000002,-5.300530083126395,0.004988948648371746,0.0026441427836370267,multiple,ETNP,togetawatch,2.7877316362712876
80,2.58,0.6699999999999999,-6.231486031996654,0.0019665274015902125,0.0013175733590654421,multiple,ETNP,togetawatch,1.7414026819813229
80,3.25,0.8499999999999996,-7.071830123915938,8.486785002169318e-4,7.213767251843917e-4,multiple,ETNP,togetawatch,1.1931531788078236
80,4.1,1.0600000000000005,-7.791659920519624,4.1316649092110376e-4,4.3795648037637017e-4,multiple,ETNP,togetawatch,0.9249260467170838
80,5.16,1.3399999999999999,-8.367661461737569,2.322580635192088e-4,3.1122580511573975e-4,multiple,ETNP,togetawatch,0.823967336098385
80,6.5,1.6899999999999995,-8.81779323474749,1.4807476619771928e-4,2.502463548741455e-4,multiple,ETNP,togetawatch,0.8340153543688835
80,8.19,2.110000000000001,-9.165905675293718,1.0454367039962181e-4,2.2058714454320215e-4,multiple,ETNP,togetawatch,0.9353164044107302
80,10.3,2.6999999999999993,-9.44583977948996,7.901761311771418e-5,2.1334755541782823e-4,multiple,ETNP,togetawatch,1.1187067065689158
80,13,3.3999999999999986,-9.701507075559483,6.119120575656724e-5,2.0805009957232853e-4,multiple,ETNP,togetawatch,1.3807720573742241
80,16.4,4.200000000000003,-9.959419057788065,4.7280195128667837e-5,1.9857681954040505e-4,multiple,ETNP,togetawatch,1.698795706259551
80,20.6,5.399999999999999,-10.235051915236387,3.588999775932893e-5,1.9380598790037616e-4,multiple,ETNP,togetawatch,2.0356623962181044
80,26,6,-10.547847858865055,2.6249913639258713e-5,1.5749948183555227e-4,multiple,ETNP,togetawatch,2.37301698010854
100,0.102,0.02600000000000001,5.371535602295295,215.19306507819266,5.595019692033011,multiple,ETNP,togetawatch,295.67807911333097
100,0.128,0.033,4.5903442408983555,98.52834180962144,3.2514352797175077,multiple,ETNP,togetawatch,213.3017291296948
100,0.161,0.04200000000000001,3.802068969043493,44.793765600922285,1.8813381552387365,multiple,ETNP,togetawatch,153.49972808157852
100,0.203,0.05299999999999999,3.0127260138782566,20.342779106905517,1.0781672926659922,multiple,ETNP,togetawatch,110.88378660304849
100,0.256,0.067,2.235223497267756,9.34857099880431,0.6263542569198889,multiple,ETNP,togetawatch,81.0808739236085
100,0.323,0.08300000000000002,1.469817216557653,4.348440245541164,0.3609205403799167,multiple,ETNP,togetawatch,60.0703102991077
100,0.406,0.10599999999999998,0.725084828127982,2.064906254669401,0.21888006299495646,multiple,ETNP,togetawatch,45.091854085724215
100,0.512,0.133,-0.035270460649617696,0.9653442933027448,0.12839079100926507,multiple,ETNP,togetawatch,33.5424987369702
100,0.645,0.16799999999999993,-0.8170397274262724,0.4417373839574447,0.07421188050485068,multiple,ETNP,togetawatch,24.37156316884881
100,0.813,0.20700000000000007,-1.647240696510086,0.19258056438731308,0.03986417682817382,multiple,ETNP,togetawatch,16.88964170673937
100,1.02,0.27,-2.5217404332027544,0.08031969396820761,0.021686317371416054,multiple,ETNP,togetawatch,11.0935821143598
100,1.29,0.33999999999999986,-3.494127329400015,0.030375244456596496,0.010327583115242804,multiple,ETNP,togetawatch,6.713963878070351
100,1.63,0.41999999999999993,-4.515866423108102,0.010934127440899704,0.004592333525177875,multiple,ETNP,togetawatch,3.860722954524075
100,2.05,0.5300000000000002,-5.537022419441046,0.0039382358118385885,0.002087264980274453,multiple,ETNP,togetawatch,2.200612862059049
100,2.58,0.6699999999999999,-6.537432682986044,0.0014482017233930727,9.702951546733587e-4,multiple,ETNP,togetawatch,1.2824140477917367
100,3.25,0.8499999999999996,-7.471029194066908,5.693420317979713e-4,4.839407270282754e-4,multiple,ETNP,togetawatch,0.8004353296271963
100,4.1,1.0600000000000005,-8.299572832626787,2.4862300806509276e-4,2.6354038854899846e-4,multiple,ETNP,togetawatch,0.5565744101364395
100,5.16,1.3399999999999999,-8.988224837822521,1.248715638835085e-4,1.6732789560390136e-4,multiple,ETNP,togetawatch,0.442998999856142
100,6.5,1.6899999999999995,-9.547662496963387,7.136789090620243e-5,1.2061173563148207e-4,multiple,ETNP,togetawatch,0.4019720466431034
100,8.19,2.110000000000001,-9.994075330725593,4.5669707714843095e-5,9.636308327831899e-5,multiple,ETNP,togetawatch,0.40859122935950176
100,10.3,2.6999999999999993,-10.35473941790869,3.1841521322231575e-5,8.597210757002523e-5,multiple,ETNP,togetawatch,0.450802321723788
100,13,3.3999999999999986,-10.670507389006524,2.3219749055571495e-5,7.894714678894305e-5,multiple,ETNP,togetawatch,0.5239507912741815
100,16.4,4.200000000000003,-10.962413453540034,1.7341406904538257e-5,7.283390899906073e-5,multiple,ETNP,togetawatch,0.6230834604163228
100,20.6,5.399999999999999,-11.243565931616253,1.3091257308098133e-5,7.06927894637299e-5,multiple,ETNP,togetawatch,0.7425294478984417
100,26,6,-11.534230001531757,9.78920801996013e-6,5.873524811976078e-5,multiple,ETNP,togetawatch,0.8849536487022168
125,0.102,0.02600000000000001,5.181884401324702,178.01795238904901,4.628466762115276,multiple,ETNP,togetawatch,244.59898924231865
125,0.128,0.033,4.373736565605099,79.33953590352806,2.618204684816426,multiple,ETNP,togetawatch,171.76032688411138
125,0.161,0.04200000000000001,3.55283474692708,34.91214444089316,1.466310066517513,multiple,ETNP,togetawatch,119.63728895146858
125,0.203,0.05299999999999999,2.7292206536285812,15.320942045285767,0.8120099284001455,multiple,ETNP,togetawatch,83.51091359638538
125,0.256,0.067,1.9220002947928978,6.8346160520414045,0.45791927548677414,multiple,ETNP,togetawatch,59.27714968445091
125,0.323,0.08300000000000002,1.1375268920797263,3.1190450837680435,0.2588807419527477,multiple,ETNP,togetawatch,43.08717504189494
125,0.406,0.10599999999999998,0.38899548221697344,1.475497885338695,0.15640277584590165,multiple,ETNP,togetawatch,32.220801888238384
125,0.512,0.133,-0.3586085544421813,0.6986477804019068,0.09292015479345361,multiple,ETNP,togetawatch,24.27568325031643
125,0.645,0.16799999999999993,-1.1136314932009066,0.3283643403900568,0.055165209185529515,multiple,ETNP,togetawatch,18.116538366117993
125,0.813,0.20700000000000007,-1.9093824994946287,0.1481718545468674,0.030671573891201565,multiple,ETNP,togetawatch,12.994922630336607
125,1.02,0.27,-2.751607890172822,0.06382515481932659,0.01723279180121818,multiple,ETNP,togetawatch,8.815392103338802
125,1.29,0.33999999999999986,-3.702152663747975,0.024670362274033693,0.008387923173171451,multiple,ETNP,togetawatch,5.452990556288382
125,1.63,0.41999999999999993,-4.722509328300411,0.008892835483371494,0.0037349909030160266,multiple,ETNP,togetawatch,3.139964690098169
125,2.05,0.5300000000000002,-5.76729044466366,0.0031282221322824657,0.0016579577301097076,multiple,ETNP,togetawatch,1.7479922961913088
125,2.58,0.6699999999999999,-6.81703648852303,0.001094961048466566,7.336239024725991e-4,multiple,ETNP,togetawatch,0.9696117658583707
125,3.25,0.8499999999999996,-7.822492125815529,4.0062203717827614e-4,3.4052873160153455e-4,multiple,ETNP,togetawatch,0.563232669423749
125,4.1,1.0600000000000005,-8.739411961516563,1.601480334329403e-4,1.697569154389168e-4,multiple,ETNP,togetawatch,0.35851186073298974
125,5.16,1.3399999999999999,-9.52378295532089,7.309263451448187e-5,9.79441302494057e-5,multiple,ETNP,togetawatch,0.2593061460892166
125,6.5,1.6899999999999995,-10.180233663018944,3.7912349181745014e-5,6.407187011714906e-5,multiple,ETNP,togetawatch,0.2135372700541663
125,8.19,2.110000000000001,-10.718247860378359,2.213727186265932e-5,4.670964363021119e-5,multiple,ETNP,togetawatch,0.19805458755081404
125,10.3,2.6999999999999993,-11.158726693896767,1.425038414745585e-5,3.847603719813079e-5,multiple,ETNP,togetawatch,0.20175249147545235
125,13,3.3999999999999986,-11.538962643988407,9.742988654601338e-6,3.3126161425644534e-5,multiple,ETNP,togetawatch,0.21984934474254597
125,16.4,4.200000000000003,-11.873315549221502,6.974042265980544e-6,2.9290977517118305e-5,multiple,ETNP,togetawatch,0.2505800372540508
125,20.6,5.399999999999999,-12.17059229195748,5.18058645962523e-6,2.7975166881976234e-5,multiple,ETNP,togetawatch,0.293840225818196
125,26,6,-12.450462306194758,3.915911997117346e-6,2.3495471982704074e-5,multiple,ETNP,togetawatch,0.3540021422345762
150,0.102,0.02600000000000001,5.0780847859561105,160.46643387387041,4.172127280720632,multiple,ETNP,togetawatch,220.48297380193085
150,0.128,0.033,4.2584368832579855,70.69938564480019,2.3330797262784064,multiple,ETNP,togetawatch,153.05546535616605
150,0.161,0.04200000000000001,3.4177713915681904,30.50136362310432,1.281057272170382,multiple,ETNP,togetawatch,104.52238072539865
150,0.203,0.05299999999999999,2.567663528958226,13.035332156532858,0.6908726042962414,multiple,ETNP,togetawatch,71.0525824199797
150,0.256,0.067,1.7312040731470038,5.6474497588604615,0.37837913384365096,multiple,ETNP,togetawatch,48.98076528986559
150,0.323,0.08300000000000002,0.9196175638668451,2.5083309301003567,0.20819146719832965,multiple,ETNP,togetawatch,34.65063535332683
150,0.406,0.10599999999999998,0.15125165923570916,1.1632893737626828,0.12330867361884436,multiple,ETNP,togetawatch,25.40302959641072
150,0.512,0.133,-0.6061488639393999,0.5454474216633828,0.07254450708122992,multiple,ETNP,togetawatch,18.95248107763963
150,0.645,0.16799999999999993,-1.359588511382144,0.2567664116741744,0.04313675716126128,multiple,ETNP,togetawatch,14.166332868849135
150,0.813,0.20700000000000007,-2.14422775721372,0.11715847690750915,0.024251804719854404,multiple,ETNP,togetawatch,10.274996878166204
150,1.02,0.27,-2.9706528891995196,0.05126982588670956,0.013842852989411581,multiple,ETNP,togetawatch,7.08127727289739
150,1.29,0.33999999999999986,-3.905908677253567,0.020122661176695346,0.0068417048000764145,multiple,ETNP,togetawatch,4.447793678303759
150,1.63,0.41999999999999993,-4.918597751049465,0.007309373224861958,0.003069936754442022,multiple,ETNP,togetawatch,2.5808611747885584
150,2.05,0.5300000000000002,-5.9682143933356215,0.002558806363878286,0.001356167372855492,multiple,ETNP,togetawatch,1.4298133643856803
150,2.58,0.6699999999999999,-7.037593030268746,8.782379123328631e-4,5.884194012630182e-4,multiple,ETNP,togetawatch,0.7776987265559685
150,3.25,0.8499999999999996,-8.077375710995792,3.104847689808089e-4,2.639120536336875e-4,multiple,ETNP,togetawatch,0.436509100897657
150,4.1,1.0600000000000005,-9.041168790610648,1.1843233293057062e-4,1.2553827290640493e-4,multiple,ETNP,togetawatch,0.26512592842838173
150,5.16,1.3399999999999999,-9.880559574129789,5.1159642245706686e-5,6.855392060924695e-5,multiple,ETNP,togetawatch,0.18149584775753122
150,6.5,1.6899999999999995,-10.597106619147747,2.498820563172597e-5,4.223006751761688e-5,multiple,ETNP,togetawatch,0.14074340760503906
150,8.19,2.110000000000001,-11.196501764134688,1.3722115396479714e-5,2.895366348657221e-5,multiple,ETNP,togetawatch,0.12276706551897529
150,10.3,2.6999999999999993,-11.695364733770887,8.332352457675685e-6,2.2497351635724344e-5,multiple,ETNP,togetawatch,0.11796684572098383
150,13,3.3999999999999986,-12.128078686277348,5.405580639505814e-6,1.837897417431976e-5,multiple,ETNP,togetawatch,0.12197626454045925
150,16.4,4.200000000000003,-12.503046842990962,3.7153159251577784e-6,1.560432688566268e-5,multiple,ETNP,togetawatch,0.13349273884931193
150,20.6,5.399999999999999,-12.824092909202353,2.695052403170062e-6,1.455328297711833e-5,multiple,ETNP,togetawatch,0.15286199987417082
150,26,6,-13.109092603224276,2.0267184434529103e-6,1.2160310660717463e-5,multiple,ETNP,togetawatch,0.1832172610663386
175,0.102,0.02600000000000001,5.026336777584879,152.37380992289954,3.9617190579953894,multiple,ETNP,togetawatch,209.3636029061255
175,0.128,0.033,4.2060654825506525,67.0920449998368,2.2140374849946145,multiple,ETNP,togetawatch,145.24601699848162
175,0.161,0.04200000000000001,3.3558102777777856,28.668824493390776,1.204090628722413,multiple,ETNP,togetawatch,98.242617139189
175,0.203,0.05299999999999999,2.486847294619311,12.023310349214327,0.6372354485083592,multiple,ETNP,togetawatch,65.53628548087336
175,0.256,0.067,1.624276900396388,5.074748161751554,0.34000812683735415,multiple,ETNP,togetawatch,44.01368037421638
175,0.323,0.08300000000000002,0.7827552088543277,2.1874909647789305,0.18156175007665126,multiple,ETNP,togetawatch,30.218481480918147
175,0.406,0.10599999999999998,-0.014479187850122033,0.9856251314968845,0.10447626393866974,multiple,ETNP,togetawatch,21.52333284485879
175,0.512,0.133,-0.7962554320815018,0.45101466107477395,0.05998494992294494,multiple,ETNP,togetawatch,15.671257192288863
175,0.645,0.16799999999999993,-1.5657224108976717,0.20893702026002367,0.03510141940368396,multiple,ETNP,togetawatch,11.527486630085095
175,0.813,0.20700000000000007,-2.3566938087828175,0.09473291112717375,0.01960971260332497,multiple,ETNP,togetawatch,8.308236772826456
175,1.02,0.27,-3.1806983307442875,0.041556624717272256,0.01122028867366351,multiple,ETNP,togetawatch,5.739710971498136
175,1.29,0.33999999999999986,-4.107541126917881,0.01644816880326081,0.005592377393108673,multiple,ETNP,togetawatch,3.6356056776199694
175,1.63,0.41999999999999993,-5.110400929471613,0.006033663365130957,0.0025341386133550014,multiple,ETNP,togetawatch,2.130421725879876
175,2.05,0.5300000000000002,-6.153489066051471,0.002126050882190073,0.0011268069675607394,multiple,ETNP,togetawatch,1.1879976568887134
175,2.58,0.6699999999999999,-7.222887058945968,7.296927090540647e-4,4.888941150662233e-4,multiple,ETNP,togetawatch,0.6461587260576362
175,3.25,0.8499999999999996,-8.271236932157464,2.557687269499696e-4,2.1740341790747405e-4,multiple,ETNP,togetawatch,0.3595840704365449
175,4.1,1.0600000000000005,-9.252729038753035,9.584971721603943e-5,1.0160070024900184e-4,multiple,ETNP,togetawatch,0.21457185413545715
175,5.16,1.3399999999999999,-10.11798754577563,4.034724085936246e-5,5.4065302751545694e-5,multiple,ETNP,togetawatch,0.14313737084550912
175,6.5,1.6899999999999995,-10.867684902165825,1.9064455940114388e-5,3.221893053879331e-5,multiple,ETNP,togetawatch,0.10737851819744672
175,8.19,2.110000000000001,-11.505874916358142,1.0070754622471327e-5,2.1249292253414512e-5,multiple,ETNP,togetawatch,0.09009959156003286
175,10.3,2.6999999999999993,-12.046525868596463,5.864895646522182e-6,1.5835218245609888e-5,multiple,ETNP,togetawatch,0.08303336223680914
175,13,3.3999999999999986,-12.521714686732478,3.6466023506313125e-6,1.2398447992146457e-5,multiple,ETNP,togetawatch,0.08228513505907659
175,16.4,4.200000000000003,-12.934660740202766,2.4129494026197017e-6,1.0134387491002753e-5,multiple,ETNP,togetawatch,0.086698205737870307
175,20.6,5.399999999999999,-13.284049002764796,1.7014172074338236e-6,9.187652920142645e-6,multiple,ETNP,togetawatch,0.09650351757269694
175,26,6,-13.58539268858592,1.2587483690735736e-6,7.552490214441442e-6,multiple,ETNP,togetawatch,0.11379204116802091
200,0.102,0.02600000000000001,5.004045112213645,149.01472286130323,3.874382794393885,multiple,ETNP,togetawatch,204.74817345635978
200,0.128,0.033,4.190058094517105,66.02662663398341,2.1788786789214525,multiple,ETNP,togetawatch,142.93951741156917
200,0.161,0.04200000000000001,3.337609907944572,28.1517609321278,1.1823739591493678,multiple,ETNP,togetawatch,96.47073850853587
200,0.203,0.05299999999999999,2.456453872387026,11.663378291785687,0.6181590494646413,multiple,ETNP,togetawatch,63.57437903545728
200,0.256,0.067,1.5721255232864926,4.816875701993937,0.3227306720335938,multiple,ETNP,togetawatch,41.777132734940565
200,0.323,0.08300000000000002,0.701355986338544,2.0164851808105895,0.16736827000727897,multiple,ETNP,togetawatch,27.856169956354005
200,0.406,0.10599999999999998,-0.12838467266972853,0.879514988685272,0.09322858880063882,multiple,ETNP,togetawatch,19.206180157729833
200,0.512,0.133,-0.9423479922450994,0.3897117201669458,0.05183165878220379,multiple,ETNP,togetawatch,13.541184189072261
200,0.645,0.16799999999999993,-1.7384166969507797,0.17579852272018032,0.02953415181699028,multiple,ETNP,togetawatch,9.699167326707236
200,0.813,0.20700000000000007,-2.5469751879696343,0.07831820592788089,0.01621186862707135,multiple,ETNP,togetawatch,6.868639322170774
200,1.02,0.27,-3.3777911490113754,0.03412274360899099,0.009213140774427567,multiple,ETNP,togetawatch,4.712959418687823
200,1.29,0.33999999999999986,-4.3016488810150575,0.013546204507867726,0.004605709532675025,multiple,ETNP,togetawatch,2.9941727014159594
200,1.63,0.41999999999999993,-5.294377478915386,0.005019738295964677,0.002108290084305164,multiple,ETNP,togetawatch,1.772415674655768
