depth,lb,binsize,link,n_nparticles,nparticles,profile,project,time,flux
50,26,6,-8.4945428902579,2.045817533967194e-4,0.0012274905203803164,multiple,ETNP,togetawatch,110.96630213016641
70,0.102,0.02600000000000001,5.779530819663014,323.607324600194,8.413790439605046,multiple,ETNP,togetawatch,11.560657841555305
70,0.128,0.033,5.055756204147462,156.92315142557948,5.178463997044123,multiple,ETNP,togetawatch,11.210736976977305
70,0.161,0.04200000000000001,4.324884893406143,75.55681527151273,3.1733862414035356,multiple,ETNP,togetawatch,10.874592002223537
70,0.203,0.05299999999999999,3.5843074331046614,36.02839700131838,1.909505041069874,multiple,ETNP,togetawatch,10.40827058971322
70,0.256,0.067,2.836935595819157,17.063396195072425,1.1432475450698525,multiple,ETNP,togetawatch,9.915473720757905
70,0.323,0.08300000000000002,2.075193197403798,7.966085337381949,0.6611850830027018,multiple,ETNP,togetawatch,9.133756211055102
70,0.406,0.10599999999999998,1.3046583499569686,3.686429409765255,0.39076151743511695,multiple,ETNP,togetawatch,8.533153157270826
70,0.512,0.133,0.49105623814190524,1.6340412454650406,0.21732748564685042,multiple,ETNP,togetawatch,7.5514062323588425
70,0.645,0.16799999999999993,-0.361219910847868,0.6968257420763627,0.11706672466882889,multiple,ETNP,togetawatch,6.458812812436656
70,0.813,0.20700000000000007,-1.264396677108182,0.2824096289465293,0.05845879319193159,multiple,ETNP,togetawatch,5.126935185600402
70,1.02,0.27,-2.1951885963242654,0.11133756166984539,0.030061141650858256,multiple,ETNP,togetawatch,4.151979755888997
70,1.29,0.33999999999999986,-3.1928760951830393,0.041053626841531674,0.013958233126120764,multiple,ETNP,togetawatch,3.085245063438757
70,1.63,0.41999999999999993,-4.193927009591903,0.015086921902833896,0.006336507199190235,multiple,ETNP,togetawatch,2.2373526308019547
70,2.05,0.5300000000000002,-5.145167238095928,0.005827499702555283,0.0030885748423543015,multiple,ETNP,togetawatch,1.7258381286070752
70,2.58,0.6699999999999999,-6.029074584528573,0.0024077210903066153,0.001613173130505432,multiple,ETNP,togetawatch,1.4284998081851021
70,3.25,0.8499999999999996,-6.809151405043183,0.0011036290367358217,9.380846812254481e-4,multiple,ETNP,togetawatch,1.318848915235825
70,4.1,1.0600000000000005,-7.460937038115388,5.751170123590114e-4,6.096240331005524e-4,multiple,ETNP,togetawatch,1.3647213878898274
70,5.16,1.3399999999999999,-7.968279774900207,3.462741433177156e-4,4.6400735204573887e-4,multiple,ETNP,togetawatch,1.6461297231283114
70,6.5,1.6899999999999995,-8.353486093253274,2.355738528981707e-4,3.9811981139790834e-4,multiple,ETNP,togetawatch,2.2423674479481557
70,8.19,2.110000000000001,-8.644837237571908,1.7603332441682072e-4,3.7143031451949195e-4,multiple,ETNP,togetawatch,3.323059779110019
70,10.3,2.6999999999999993,-8.879716537382729,1.3918361332182545e-4,3.757957559689286e-4,multiple,ETNP,togetawatch,5.320399034026625
70,13,3.3999999999999986,-9.103415866000738,1.1128502377648096e-4,3.783690808400351e-4,multiple,ETNP,togetawatch,8.537851930499333
70,16.4,4.200000000000003,-9.344965324154614,8.740436583938848e-5,3.6709833652543187e-4,multiple,ETNP,togetawatch,13.189985281729495
70,20.6,5.399999999999999,-9.620445427701817,6.635805335398517e-5,3.5833348811151986e-4,multiple,ETNP,togetawatch,20.32449296725527
70,26,6,-9.948362461078107,4.7805853821597124e-5,2.8683512292958273e-4,multiple,ETNP,togetawatch,25.930165963877123
90,0.102,0.02600000000000001,5.481527638973564,240.2133865575173,6.245548050495453,multiple,ETNP,togetawatch,8.581464509135074
90,0.128,0.033,4.7163725321775205,111.76210303327883,3.688149400098202,multiple,ETNP,togetawatch,7.984389363312838
90,0.161,0.04200000000000001,3.9451319691643683,51.68315824527904,2.17069264630172,multiple,ETNP,togetawatch,7.438551469964732
90,0.203,0.05299999999999999,3.171400527884103,23.8408507619569,1.2635650903837155,multiple,ETNP,togetawatch,6.887401229933649
90,0.256,0.067,2.4050091139280276,11.078531250662785,0.7422615937944066,multiple,ETNP,togetawatch,6.437691783319446
90,0.323,0.08300000000000002,1.6435736176376847,5.173625073848173,0.42941088112939846,multiple,ETNP,togetawatch,5.931976391237278
90,0.406,0.10599999999999998,0.8942453893251294,2.4454897003774576,0.25922190824001046,multiple,ETNP,togetawatch,5.660691101956569
90,0.512,0.133,0.12087178586722147,1.1284802159792318,0.15008786872523783,multiple,ETNP,togetawatch,5.21505351207583
90,0.645,0.16799999999999993,-0.6798952662401854,0.5066700550466646,0.08512056924783962,multiple,ETNP,togetawatch,4.696277484615031
90,0.813,0.20700000000000007,-1.5310633610629292,0.21630553409768466,0.04477524555822074,multiple,ETNP,togetawatch,3.9268648797222103
90,1.02,0.27,-2.4229716048344594,0.0886577697707471,0.023937597838101718,multiple,ETNP,togetawatch,3.3062091514269873
90,1.29,0.33999999999999986,-3.404961382282317,0.03320810247835525,0.01129075484264078,multiple,ETNP,togetawatch,2.4956414845634467
90,1.63,0.41999999999999993,-4.423722406810821,0.011989519248189782,0.005035598084239708,multiple,ETNP,togetawatch,1.778015595543672
90,2.05,0.5300000000000002,-5.427812534799011,0.004392694166425717,0.002328127908205631,multiple,ETNP,togetawatch,1.300914537396402
90,2.58,0.6699999999999999,-6.397421961881293,0.0016658463574964924,0.0011161170595226499,multiple,ETNP,togetawatch,0.9883458726718836
90,3.25,0.8499999999999996,-7.288869329808022,6.830999770604427e-4,5.806349805013761e-4,multiple,ETNP,togetawatch,0.8163120339859575
90,4.1,1.0600000000000005,-8.06764390729671,3.135210963111875e-4,3.323323620898589e-4,multiple,ETNP,togetawatch,0.7439685081397852
90,5.16,1.3399999999999999,-8.704178726642853,1.6589114683757166e-4,2.22294136762346e-4,multiple,ETNP,togetawatch,0.7886189393084813
90,6.5,1.6899999999999995,-9.212533093893514,9.97809680341223e-5,1.6862983597766665e-4,multiple,ETNP,togetawatch,0.9497895963062919
90,8.19,2.110000000000001,-9.612504108697406,6.688712179435876e-5,1.4113182698609708e-4,multiple,ETNP,togetawatch,1.2626581069898146
90,10.3,2.6999999999999993,-9.934537268609345,4.847136878777767e-5,1.3087269572699967e-4,multiple,ETNP,togetawatch,1.852854783128419
90,13,3.3999999999999986,-10.22103943806954,3.639644554073193e-5,1.237479148384885e-4,multiple,ETNP,togetawatch,2.7923565299082536
90,16.4,4.200000000000003,-10.495818866607319,2.765182394785133e-5,1.1613766058097567e-4,multiple,ETNP,togetawatch,4.172871084670363
90,20.6,5.399999999999999,-10.773325439826886,2.0950973606188035e-5,1.1313525747341536e-4,multiple,ETNP,togetawatch,6.416974190677442
90,26,6,-11.073568487335962,1.551709113978558e-5,9.310254683871348e-5,multiple,ETNP,togetawatch,8.416558148564516
112.5,0.102,0.02600000000000001,5.263251213591887,193.10830814352158,5.020816011731563,multiple,ETNP,togetawatch,6.898666708384952
112.5,0.128,0.033,4.466343612190866,87.03789618883029,2.8722505742313995,multiple,ETNP,togetawatch,6.218068859426289
112.5,0.161,0.04200000000000001,3.6599875734408602,38.86085996155748,1.6321561183854145,multiple,ETNP,togetawatch,5.593089060449238
112.5,0.203,0.05299999999999999,2.8525679159248325,17.332232459160416,0.9186083203355019,multiple,ETNP,togetawatch,5.00712161443516
112.5,0.256,0.067,2.060379975037309,7.848951649466192,0.5258797605142349,multiple,ETNP,togetawatch,4.560995532545631
112.5,0.323,0.08300000000000002,1.2868585335511433,3.621392185558629,0.30057555140136627,multiple,ETNP,togetawatch,4.152216799924874
112.5,0.406,0.10599999999999998,0.5427566865506255,1.7207438814614457,0.18239885143491322,multiple,ETNP,togetawatch,3.983087549717167
112.5,0.512,0.133,-0.2078322259876253,0.8123433153770567,0.10804166094514855,multiple,ETNP,togetawatch,3.754087842995388
112.5,0.645,0.16799999999999993,-0.9725716326470937,0.3781094282067146,0.06352238393872803,multiple,ETNP,togetawatch,3.504661024903699
112.5,0.813,0.20700000000000007,-1.7822731600410768,0.16825524113916093,0.03482883491580632,multiple,ETNP,togetawatch,3.054547818273481
112.5,1.02,0.27,-2.638453338528673,0.07147172668042363,0.019297366203714382,multiple,ETNP,togetawatch,2.6653104113732518
112.5,1.29,0.33999999999999986,-3.5992538858106355,0.027344116671580706,0.009296999668337436,multiple,ETNP,togetawatch,2.0549536658656944
112.5,1.63,0.41999999999999993,-4.62152633409148,0.009837768873834243,0.004131862927010382,multiple,ETNP,togetawatch,1.4589164186606023
112.5,2.05,0.5300000000000002,-5.657508818318595,0.0034912032957185404,0.0018503377467308272,multiple,ETNP,togetawatch,1.0339342891476673
112.5,2.58,0.6699999999999999,-6.6871264417206575,0.0012468605564898744,8.353965728482158e-4,multiple,ETNP,togetawatch,0.7397617909109785
112.5,3.25,0.8499999999999996,-7.6622419028931645,4.7025196888913004e-4,3.997141735557604e-4,multiple,ETNP,togetawatch,0.5619563081551983
112.5,4.1,1.0600000000000005,-8.54103945931099,1.952871615505075e-4,2.0700439124353805e-4,multiple,ETNP,togetawatch,0.46340581207134524
112.5,5.16,1.3399999999999999,-9.283402996644002,9.295426159054471e-5,1.245587105313299e-4,multiple,ETNP,togetawatch,0.44188910967933565
112.5,6.5,1.6899999999999995,-9.896570543170741,5.034704935637938e-5,8.508651341228113e-5,multiple,ETNP,togetawatch,0.4792407272202023
112.5,8.19,2.110000000000001,-10.392984573247993,3.064673050393316e-5,6.4664601363299e-5,multiple,ETNP,togetawatch,0.5785320355462938
112.5,10.3,2.6999999999999993,-10.796467065750154,2.0471700974980868e-5,5.527359263244833e-5,multiple,ETNP,togetawatch,0.7825462746129951
112.5,13,3.3999999999999986,-11.146027348742088,1.443250867782084e-5,4.907052950459083e-5,multiple,ETNP,togetawatch,1.1072704834423817
112.5,16.4,4.200000000000003,-11.45929524815552,1.055094373851248e-5,4.4313963701752446e-5,multiple,ETNP,togetawatch,1.5922178632937412
112.5,20.6,5.399999999999999,-11.747355434641953,7.910216274559844e-6,4.271516788262315e-5,multiple,ETNP,togetawatch,2.4227825699486787
112.5,26,6,-12.030360259569516,5.9604757301978e-6,3.57628543811868e-5,multiple,ETNP,togetawatch,3.2329958060045616
137.5,0.102,0.02600000000000001,5.121612590854575,167.60543079837095,4.357741200757646,multiple,ETNP,togetawatch,5.9875932667479566
137.5,0.128,0.033,4.306055643995508,74.147447460703,2.4468657662031994,multiple,ETNP,togetawatch,5.297163123762544
137.5,0.161,0.04200000000000001,3.473799223194953,32.2590693284867,1.3548809117964418,multiple,ETNP,togetawatch,4.64291958386711
137.5,0.203,0.05299999999999999,2.6359283760892005,13.956263111663958,0.7396819449181896,multiple,ETNP,togetawatch,4.0318353015294015
137.5,0.256,0.067,1.8138169915827802,6.133815528187606,0.41096564038856964,multiple,ETNP,togetawatch,3.564336547215877
137.5,0.323,0.08300000000000002,1.016436777076273,2.7633308369313325,0.22935645946530064,multiple,ETNP,togetawatch,3.168380594240111
137.5,0.406,0.10599999999999998,0.25955599713846245,1.2963543738146126,0.13741356362434892,multiple,ETNP,togetawatch,3.000733009712619
137.5,0.512,0.133,-0.49058723769227597,0.6122667424853202,0.08143147675054759,multiple,ETNP,togetawatch,2.829472577819707
137.5,0.645,0.16799999999999993,-1.2420718499904886,0.2887852779210503,0.04851592669073643,multiple,ETNP,togetawatch,2.6767238069043064
137.5,0.813,0.20700000000000007,-2.029621378478459,0.1313852570182839,0.02719674820278478,multiple,ETNP,togetawatch,2.3852008856388185
137.5,1.02,0.27,-2.86198099484057,0.05715542344374951,0.01543196432981237,multiple,ETNP,togetawatch,2.131429479131334
137.5,1.29,0.33999999999999986,-3.803951609848051,0.022282545726218093,0.007576065546914148,multiple,ETNP,togetawatch,1.6745685945855362
137.5,1.63,0.41999999999999993,-4.820939026932844,0.008059215764133343,0.0033848706209360035,multiple,ETNP,togetawatch,1.1951614589253858
137.5,2.05,0.5300000000000002,-5.869992091322845,0.0028228956592974658,0.0014961346994276576,multiple,ETNP,togetawatch,0.8360122197447263
137.5,2.58,0.6699999999999999,-6.932634209700024,9.754279992474431e-4,6.535367594957868e-4,multiple,ETNP,togetawatch,0.5787209803631806
137.5,3.25,0.8499999999999996,-7.959223905136802,3.494241985794824e-4,2.970105687925599e-4,multiple,ETNP,togetawatch,0.41756578516337967
137.5,4.1,1.0600000000000005,-8.90401733557222,1.358421055130911e-4,1.4399263184387663e-4,multiple,ETNP,togetawatch,0.3223459274996654
137.5,5.16,1.3399999999999999,-9.720279099542637,6.005323737649599e-5,8.047133808450462e-5,multiple,ETNP,togetawatch,0.2854831090429633
137.5,6.5,1.6899999999999995,-10.410777973448779,3.010624377159259e-5,5.087955197399146e-5,multiple,ETNP,togetawatch,0.2865736591004127
137.5,8.19,2.110000000000001,-10.982788551563523,1.699164931152894e-5,3.585238004732608e-5,multiple,ETNP,togetawatch,0.3207589619462351
137.5,10.3,2.6999999999999993,-11.454844234827664,1.0598010800067388e-5,2.8614629160181938e-5,multiple,ETNP,togetawatch,0.4051169895475074
137.5,13,3.3999999999999986,-11.86270813827417,7.048412538957329e-6,2.3964602632454907e-5,multiple,ETNP,togetawatch,0.5407583209359986
137.5,16.4,4.200000000000003,-12.217665314617147,4.942371334978361e-6,2.075795960690913e-5,multiple,ETNP,togetawatch,0.7458415210631135
137.5,20.6,5.399999999999999,-12.526072342176372,3.6307462867689774e-6,1.9606029948552473e-5,multiple,ETNP,togetawatch,1.1120440344697449
137.5,26,6,-12.806801415395356,2.7420591220751345e-6,1.645235473245081e-5,multiple,ETNP,togetawatch,1.4873084033497561
162.5,0.102,0.02600000000000001,5.0473172611884065,155.60445791736245,4.045715905851425,multiple,ETNP,togetawatch,5.558866440448426
162.5,0.128,0.033,4.226253219167188,68.4602455024603,2.2591881015811897,multiple,ETNP,togetawatch,4.890864086879854
162.5,0.161,0.04200000000000001,3.3796821469461698,29.361437007513327,1.23318035431556,multiple,ETNP,togetawatch,4.225874885122086
162.5,0.203,0.05299999999999999,2.5192229104628128,12.418942282793337,0.6582039409880467,multiple,ETNP,togetawatch,3.587717536048408
162.5,0.256,0.067,1.6692012550609692,5.307926424151004,0.3556310704181173,multiple,ETNP,togetawatch,3.084415574056966
162.5,0.323,0.08300000000000002,0.842743357364933,2.3227303236631154,0.1927866168640386,multiple,ETNP,togetawatch,2.663196742421089
162.5,0.406,0.10599999999999998,0.06071138369454743,1.0625921884946603,0.11263477198043398,multiple,ETNP,togetawatch,2.45963258217439
162.5,0.512,0.133,-0.7074816026652571,0.4928839132907901,0.06555356046767509,multiple,ETNP,togetawatch,2.27776787457665
162.5,0.645,0.16799999999999993,-1.4671561253709424,0.23058029509794556,0.038737489576454835,multiple,ETNP,togetawatch,2.137227249722975
162.5,0.813,0.20700000000000007,-2.253133815666814,0.10506943983283336,0.02174937404539651,multiple,ETNP,togetawatch,1.9074569447923135
162.5,1.02,0.27,-3.0768952641146043,0.04610216974133216,0.012447585830159685,multiple,ETNP,togetawatch,1.719233586560682
162.5,1.29,0.33999999999999986,-4.007136555477052,0.018185393619787573,0.006183033830727772,multiple,ETNP,togetawatch,1.366661126158543
162.5,1.63,0.41999999999999993,-5.015035572602353,0.006637395923566307,0.0027877062878978484,multiple,ETNP,togetawatch,0.9843091471478894
162.5,2.05,0.5300000000000002,-6.06248068113583,0.002328617160041793,0.001234167094822151,multiple,ETNP,togetawatch,0.689629598774008
162.5,2.58,0.6699999999999999,-7.133835895449907,7.976537950421635e-4,5.344280426782495e-4,multiple,ETNP,togetawatch,0.47324762731166026
162.5,3.25,0.8499999999999996,-8.180524417293636,2.800550359085215e-4,2.380467805222432e-4,multiple,ETNP,togetawatch,0.3346688679075556
162.5,4.1,1.0600000000000005,-9.156158376038452,1.0556767135462262e-4,1.1190173163590003e-4,multiple,ETNP,togetawatch,0.25050634196409954
162.5,5.16,1.3399999999999999,-10.011486304029166,4.48814358562719e-5,6.014112404740434e-5,multiple,ETNP,togetawatch,0.2133588863200175
162.5,6.5,1.6899999999999995,-10.747399492369846,2.1501249841234008e-5,3.633711223168546e-5,multiple,ETNP,togetawatch,0.20466491565608716
162.5,8.19,2.110000000000001,-11.368552982528321,1.1553143627038659e-5,2.4377133053051585e-5,multiple,ETNP,togetawatch,0.2180938582878056
162.5,10.3,2.6999999999999993,-11.890075075548298,6.858134612718559e-6,1.8516963454340102e-5,multiple,ETNP,togetawatch,0.2621573897809612
162.5,13,3.3999999999999986,-12.345133342481171,4.350876049366157e-6,1.4792978567844928e-5,multiple,ETNP,togetawatch,0.33380174813149344
162.5,16.4,4.200000000000003,-12.739448965736548,2.9331050098274468e-6,1.2319041041275284e-5,multiple,ETNP,togetawatch,0.4426279115219737
162.5,20.6,5.399999999999999,-13.074272398796161,2.098532223505206e-6,1.133207400692811e-5,multiple,ETNP,togetawatch,0.6427494669059435
162.5,26,6,-13.3663358281336,1.5670184381462658e-6,9.402110628877596e-6,multiple,ETNP,togetawatch,0.849959679022227
187.5,0.102,0.02600000000000001,5.012564701780407,150.28969052832127,3.9075319537363544,multiple,ETNP,togetawatch,5.3689998873100775
187.5,0.128,0.033,4.1947743464062,66.33876030852625,2.189179090181366,multiple,ETNP,togetawatch,4.739303196764634
187.5,0.161,0.04200000000000001,3.342646107129141,28.29389641846992,1.188343649575737,multiple,ETNP,togetawatch,4.072228012765922
187.5,0.203,0.05299999999999999,2.4668166299127923,11.78487146788948,0.6245981877981424,multiple,ETNP,togetawatch,3.4045403435044874
187.5,0.256,0.067,1.5927781750541183,4.91739134300439,0.32946521998129413,multiple,ETNP,togetawatch,2.857477144574706
187.5,0.323,0.08300000000000002,0.7363867593464453,2.088376060374012,0.17333521301104302,multiple,ETNP,togetawatch,2.394490769882816
187.5,0.406,0.10599999999999998,-0.07690472584292696,0.9259780711842012,0.0981536755455253,multiple,ETNP,togetawatch,2.1434053994789957
187.5,0.512,0.133,-0.8741320100888403,0.41722400878465393,0.055490793168358976,multiple,ETNP,togetawatch,1.9281202288927057
187.5,0.645,0.16799999999999993,-1.6559332278454644,0.19091380646454745,0.03207351948604396,multiple,ETNP,togetawatch,1.7695622661556933
187.5,0.813,0.20700000000000007,-2.4546124630369555,0.085896477051676,0.01778057074969694,multiple,ETNP,togetawatch,1.5593861730498453
187.5,1.02,0.27,-3.281093824071513,0.03758712061609091,0.010148522566344546,multiple,ETNP,togetawatch,1.4016919495950744
